id,event_type,event_cause,requires_road_closure,priority,status,corridor,police_station,zone,latitude,longitude,junction,start_datetime,hour,day_of_week,dow_num,month,is_weekend,was_escalated,has_valid_stretch,stretch_km,veh_type
FKID003984,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Halasuru Gate,,12.976427,77.5866312,,2024-04-06 07:46:15.320000+00:00,7,Saturday,5,4,True,True,False,,private_car
FKID003985,unplanned,vehicle_breakdown,True,LOW,closed,Non-corridor,Halasuru Gate,,12.9623047,77.5935595,,2024-04-06 07:38:26.904000+00:00,7,Saturday,5,4,True,True,True,0.002373843415173984,bmtc_bus
FKID003986,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Chamarajpet,,12.9728222,77.5690057,,2024-04-06 07:44:52.300000+00:00,7,Saturday,5,4,True,True,False,,private_bus
FKID003987,unplanned,pot_holes,False,HIGH,active,ORR East 1,HAL Old Airport,,12.9311998,77.6868948,,2024-04-06 08:13:39.437000+00:00,8,Saturday,5,4,True,True,False,,
FKID003988,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sadashivanagar,,13.0077853,77.575963,,2024-04-06 18:13:17.418000+00:00,18,Saturday,5,4,True,True,False,,private_car
FKID003989,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Mahadevapura,,12.99308197,77.70532632,,2024-04-06 18:59:22.199000+00:00,18,Saturday,5,4,True,True,False,,heavy_vehicle
FKID003990,unplanned,pot_holes,False,LOW,active,Non-corridor,Pulikeshinagar(F.Town),,12.9946503,77.6159022,,2024-04-06 19:17:54.804000+00:00,19,Saturday,5,4,True,True,False,,
FKID003991,unplanned,pot_holes,False,HIGH,active,ORR East 1,HAL Old Airport,,12.9311998,77.6868948,,2024-04-06 08:13:39.437000+00:00,8,Saturday,5,4,True,True,False,,
FKID003992,unplanned,pot_holes,False,LOW,active,Non-corridor,Pulikeshinagar(F.Town),,12.9948492,77.6159893,,2024-04-06 19:19:18.703000+00:00,19,Saturday,5,4,True,True,False,,
FKID003993,unplanned,pot_holes,False,LOW,active,Non-corridor,Pulikeshinagar(F.Town),,12.9947684,77.6159439,,2024-04-06 19:18:43.739000+00:00,19,Saturday,5,4,True,True,False,,
FKID003994,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Jeevanbheemanagar,,12.9838286,77.6398503,,2024-04-06 19:19:35.872000+00:00,19,Saturday,5,4,True,True,False,,others
FKID003995,unplanned,pot_holes,False,HIGH,active,West of Chord Road,Rajajinagar,,13.0076535,77.5485759,,2024-04-06 19:49:36.517000+00:00,19,Saturday,5,4,True,True,False,,
FKID003996,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Halasur,,12.9756011,77.6167012,,2024-04-06 19:42:43.201000+00:00,19,Saturday,5,4,True,True,False,,others
FKID003997,unplanned,tree_fall,False,HIGH,closed,Old Madras Road,Halasur,,12.9756407,77.6167078,,2024-04-06 19:10:05.757000+00:00,19,Saturday,5,4,True,True,False,,
FKID003998,unplanned,others,False,HIGH,closed,Old Madras Road,Jeevanbheemanagar,,12.9829064,77.6371666,,2024-04-06 19:24:51.724000+00:00,19,Saturday,5,4,True,True,False,,
FKID003999,unplanned,pot_holes,False,HIGH,active,ORR East 1,HAL Old Airport,,12.9311998,77.6868948,,2024-04-06 08:13:39.437000+00:00,8,Saturday,5,4,True,True,False,,
FKID004000,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Chikkabanavara,,13.0491629,77.4965455,,2024-04-06 20:02:29.722000+00:00,20,Saturday,5,4,True,True,False,,lcv
FKID004001,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Halasuru Gate,,12.9748815,77.5867564,,2024-04-06 18:18:54.778000+00:00,18,Saturday,5,4,True,True,False,,private_bus
FKID004002,unplanned,pot_holes,False,HIGH,active,ORR East 1,HAL Old Airport,,12.9311998,77.6868948,,2024-04-06 08:13:39.437000+00:00,8,Saturday,5,4,True,True,False,,
FKID004003,unplanned,tree_fall,True,LOW,closed,Non-corridor,Malleshwaram,,13.0074652,77.5662988,,2024-04-06 20:14:40.406000+00:00,20,Saturday,5,4,True,True,True,5.977532925221231e-05,
FKID004004,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Jnanabharathi,,12.9608456,77.5133151,,2024-04-06 21:18:56.168000+00:00,21,Saturday,5,4,True,True,False,,bmtc_bus
FKID004005,unplanned,water_logging,False,LOW,closed,Non-corridor,High ground,,12.986114,77.5807451,,2024-04-06 21:48:09.016000+00:00,21,Saturday,5,4,True,True,False,,
FKID004006,unplanned,tree_fall,False,LOW,closed,Non-corridor,Banashankari,,12.9239154,77.5765203,,2024-04-06 21:49:50.386000+00:00,21,Saturday,5,4,True,True,False,,
FKID004007,unplanned,pot_holes,False,HIGH,active,ORR East 1,HAL Old Airport,,12.9311998,77.6868948,,2024-04-06 08:13:39.437000+00:00,8,Saturday,5,4,True,True,False,,
FKID004008,unplanned,vehicle_breakdown,False,HIGH,closed,Hosur Road,Ashok Nagar,,12.958101,77.605949,,2024-04-06 18:48:05.848000+00:00,18,Saturday,5,4,True,True,False,,others
FKID004009,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Thalagattapura,,12.8746583,77.542115,,2024-04-06 19:26:25.692000+00:00,19,Saturday,5,4,True,True,False,,heavy_vehicle
FKID004010,unplanned,construction,False,HIGH,active,ORR North 1,Hennuru,,13.0417739,77.6140293,,2024-04-06 22:38:57.997000+00:00,22,Saturday,5,4,True,True,False,,
FKID004011,unplanned,pot_holes,False,LOW,active,Non-corridor,Basavanagudi,,12.9482417,77.5735767,,2024-04-06 22:14:54.927000+00:00,22,Saturday,5,4,True,True,False,,
FKID004012,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Shivajinagar,,12.9792233,77.6025466,,2024-04-06 21:13:02.448000+00:00,21,Saturday,5,4,True,True,False,,private_car
FKID004013,unplanned,others,False,LOW,active,Non-corridor,Byatarayanapura,,12.9550483,77.5196917,,2024-04-06 23:08:37.717000+00:00,23,Saturday,5,4,True,True,False,,
FKID004014,unplanned,pot_holes,False,HIGH,active,CBD 2,Shivajinagar,,12.9798824,77.6009322,,2024-04-06 22:53:13.753000+00:00,22,Saturday,5,4,True,True,False,,
FKID004015,unplanned,tree_fall,True,HIGH,closed,Bannerghata Road,Jayanagara,,12.9238289,77.5971089,,2024-04-06 22:50:22.873000+00:00,22,Saturday,5,4,True,True,True,0.01949449488751338,
FKID004016,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Rajajinagar,,12.9853419,77.5530597,,2024-04-06 21:59:07.139000+00:00,21,Saturday,5,4,True,True,False,,others
FKID004017,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,K.R. Pura,,13.0554915,77.7660135,,2024-04-06 23:02:02.491000+00:00,23,Saturday,5,4,True,True,False,,heavy_vehicle
FKID004018,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,K.R. Pura,,13.0547107,77.7637897,,2024-04-06 23:14:07.117000+00:00,23,Saturday,5,4,True,True,False,,truck
FKID004019,planned,construction,False,LOW,closed,Non-corridor,Basavanagudi,,12.9368449,77.5737802,,2024-04-06 22:57:16.669000+00:00,22,Saturday,5,4,True,True,False,,
FKID004020,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,,12.9640674,77.5855008,,2024-04-06 23:39:25.869000+00:00,23,Saturday,5,4,True,True,False,,bmtc_bus
FKID004021,unplanned,road_conditions,False,LOW,active,Non-corridor,Jayanagara,,12.9234607,77.5763798,,2024-04-07 00:01:17.925000+00:00,0,Sunday,6,4,True,True,False,,
FKID004022,unplanned,vehicle_breakdown,False,HIGH,closed,West of Chord Road,Byatarayanapura,,12.953133,77.5391544,,2024-04-06 23:32:38.936000+00:00,23,Saturday,5,4,True,True,False,,lcv
FKID004023,unplanned,tree_fall,False,HIGH,active,Mysore Road,Ashok Nagar,,12.9662734,77.6066971,,2024-04-07 00:05:15.035000+00:00,0,Sunday,6,4,True,True,False,,
FKID004024,unplanned,road_conditions,False,LOW,active,Non-corridor,Jayanagara,,12.9232722,77.5762904,,2024-04-07 00:11:18.594000+00:00,0,Sunday,6,4,True,True,False,,
FKID004025,unplanned,vehicle_breakdown,True,LOW,closed,Non-corridor,K.G. Halli,,13.0124851,77.6163012,,2024-04-06 22:08:01.265000+00:00,22,Saturday,5,4,True,True,True,0.004553124748150375,bmtc_bus
FKID004026,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Thalagattapura,,12.8798387,77.5459388,,2024-04-07 00:09:16.756000+00:00,0,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004027,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Rajajinagar,,13.0028917,77.5306097,,2024-04-07 00:45:43.663000+00:00,0,Sunday,6,4,True,True,False,,lcv
FKID004028,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Banaswadi,,12.9912859,77.6580603,,2024-04-07 00:49:50.883000+00:00,0,Sunday,6,4,True,True,False,,bmtc_bus
FKID004029,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Byatarayanapura,,12.9380928,77.5214674,,2024-04-07 00:18:35.384000+00:00,0,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004030,unplanned,others,True,HIGH,closed,Mysore Road,Kengeri,,12.9118524,77.4858155,,2024-04-07 00:58:06.443000+00:00,0,Sunday,6,4,True,True,True,0.13164743101295334,
FKID004031,planned,construction,False,HIGH,closed,ORR East 2,HAL Old Airport,,12.9696781,77.7005957,,2024-04-07 02:04:12.448000+00:00,2,Sunday,6,4,True,True,False,,
FKID004032,unplanned,vehicle_breakdown,False,HIGH,closed,CBD 2,Cubbon Park,,12.9759434,77.5981783,,2024-04-07 01:40:11.985000+00:00,1,Sunday,6,4,True,False,False,,truck
FKID004033,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Sadashivanagar,,13.0143257,77.5837964,,2024-04-07 01:09:37.916000+00:00,1,Sunday,6,4,True,True,False,,private_car
FKID004034,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Electronic City,,12.8462325,77.6724104,,2024-04-07 02:12:05.994000+00:00,2,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004035,unplanned,road_conditions,False,LOW,active,Non-corridor,Banashankari,,12.9236718,77.5762864,,2024-04-07 02:11:19.530000+00:00,2,Sunday,6,4,True,True,False,,
FKID004036,unplanned,vehicle_breakdown,True,LOW,closed,Non-corridor,Chamarajpet,,12.9579051,77.5672107,,2024-04-06 23:47:14.186000+00:00,23,Saturday,5,4,True,True,True,0.004081420340553941,bmtc_bus
FKID004037,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Electronic City,,12.8437666,77.6880644,,2024-04-07 00:03:16.613000+00:00,0,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004038,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Peenya,,13.0351311,77.5269457,,2024-04-07 02:35:52.603000+00:00,2,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004039,unplanned,vehicle_breakdown,False,HIGH,closed,CBD 2,Cubbon Park,,12.979865,77.5925813,,2024-04-07 03:01:08.935000+00:00,3,Sunday,6,4,True,True,False,,others
FKID004040,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Adugodi,,12.9424793,77.6228453,,2024-04-07 03:02:14.957000+00:00,3,Sunday,6,4,True,True,False,,bmtc_bus
FKID004041,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Byatarayanapura,,12.9550165,77.519709,,2024-04-06 23:52:27.604000+00:00,23,Saturday,5,4,True,True,False,,bmtc_bus
FKID004042,unplanned,others,False,LOW,closed,Non-corridor,K.R. Pura,,13.0132803,77.6997851,,2024-04-07 02:48:34.116000+00:00,2,Sunday,6,4,True,True,False,,
FKID004043,unplanned,vehicle_breakdown,False,HIGH,closed,Magadi Road,Magadi Road,,12.975654,77.5644982,,2024-04-07 00:36:40.900000+00:00,0,Sunday,6,4,True,True,False,,others
FKID004044,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Jnanabharathi,,12.9665476,77.5048771,,2024-04-07 04:02:21.409000+00:00,4,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004045,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Ashok Nagar,,12.9649488,77.5991014,,2024-04-07 02:20:53.167000+00:00,2,Sunday,6,4,True,True,False,,lcv
FKID004046,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Electronic City,,12.8412305,77.6491021,,2024-04-07 04:06:41.942000+00:00,4,Sunday,6,4,True,True,False,,private_car
FKID004047,unplanned,pot_holes,False,HIGH,closed,Old Madras Road,Halasur,,12.9715513,77.6192827,,2024-04-07 03:48:41.360000+00:00,3,Sunday,6,4,True,True,False,,
FKID004048,unplanned,vehicle_breakdown,True,HIGH,closed,West of Chord Road,Byatarayanapura,,12.9501237,77.5374664,,2024-04-07 01:28:57.504000+00:00,1,Sunday,6,4,True,True,True,0.009345237599028671,lcv
FKID004049,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,K.R. Pura,,13.0122402,77.6991376,,2024-04-07 04:35:02.377000+00:00,4,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004050,unplanned,vehicle_breakdown,False,HIGH,closed,ORR West 1,Byatarayanapura,,12.9450423,77.5286271,,2024-04-07 01:04:49.639000+00:00,1,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004051,unplanned,vehicle_breakdown,False,HIGH,closed,Magadi Road,Magadi Road,,12.9758565,77.5645404,,2024-04-07 01:31:06.908000+00:00,1,Sunday,6,4,True,True,False,,bmtc_bus
FKID004052,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Yeshwanthpura,,13.01762,77.5596867,,2024-04-07 04:47:03.372000+00:00,4,Sunday,6,4,True,True,False,,bmtc_bus
FKID004053,unplanned,vehicle_breakdown,False,HIGH,closed,Magadi Road,Kamakshipalya,,12.9876499,77.5134587,,2024-04-07 04:46:58.077000+00:00,4,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004054,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Peenya,,13.0429853,77.5121761,,2024-04-07 05:31:01.855000+00:00,5,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004055,unplanned,accident,False,HIGH,closed,Tumkur Road,Peenya,,13.0416747,77.5212074,,2024-04-07 05:14:05.706000+00:00,5,Sunday,6,4,True,True,False,,
FKID004056,unplanned,vehicle_breakdown,False,HIGH,closed,IRR(Thanisandra road),Jeevanbheemanagar,,12.97058459,77.64127574,,2024-04-07 04:51:00.762000+00:00,4,Sunday,6,4,True,True,False,,bmtc_bus
FKID004057,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,R.T. Nagar,,13.0282483,77.5862283,,2024-04-07 05:34:48.800000+00:00,5,Sunday,6,4,True,True,False,,others
FKID004058,unplanned,pot_holes,False,HIGH,active,Mysore Road,Byatarayanapura,,12.9359306,77.5147596,,2024-04-07 05:49:22.049000+00:00,5,Sunday,6,4,True,True,False,,
FKID004059,unplanned,pot_holes,False,LOW,closed,Non-corridor,Basavanagudi,,12.9380002,77.5573089,,2024-04-07 06:21:32.505000+00:00,6,Sunday,6,4,True,True,False,,
FKID004060,unplanned,water_logging,False,LOW,active,Non-corridor,R.T. Nagar,,13.0100597,77.5908671,,2024-04-07 05:44:27.879000+00:00,5,Sunday,6,4,True,True,False,,
FKID004061,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,,12.9637362,77.584069,,2024-04-07 06:00:25.656000+00:00,6,Sunday,6,4,True,True,False,,lcv
FKID004062,unplanned,water_logging,False,LOW,active,Non-corridor,Sheshadripuram,,12.9907531,77.5716458,,2024-04-07 06:33:46.252000+00:00,6,Sunday,6,4,True,True,False,,
FKID004063,unplanned,tree_fall,True,LOW,closed,Non-corridor,Sadashivanagar,,13.0056626,77.5799769,,2024-04-07 06:03:09.345000+00:00,6,Sunday,6,4,True,True,True,0.009646819633743541,
FKID004064,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Sadashivanagar,,13.003657,77.5839592,,2024-04-07 07:06:50.491000+00:00,7,Sunday,6,4,True,True,False,,ksrtc_bus
FKID004065,unplanned,construction,True,LOW,active,Non-corridor,HAL Old Airport,,12.9365089,77.7032441,,2024-04-07 06:37:53.835000+00:00,6,Sunday,6,4,True,True,True,0.06429955703492354,
FKID004066,unplanned,water_logging,False,HIGH,closed,Magadi Road,Kamakshipalya,,12.9874499,77.5195745,,2024-04-07 06:26:51.405000+00:00,6,Sunday,6,4,True,True,False,,
FKID004067,unplanned,water_logging,False,HIGH,active,ORR North 1,Banaswadi,,13.024221,77.6431929,,2024-04-07 07:06:35.943000+00:00,7,Sunday,6,4,True,True,False,,
FKID004068,unplanned,water_logging,False,HIGH,active,West of Chord Road,Rajajinagar,,13.0085072,77.5486717,,2024-04-07 06:25:32.458000+00:00,6,Sunday,6,4,True,True,False,,
FKID004069,unplanned,tree_fall,False,HIGH,closed,Bellary Road 1,Sadashivanagar,,13.0113111,77.5814991,,2024-04-07 06:24:53.416000+00:00,6,Sunday,6,4,True,True,False,,
FKID004070,unplanned,water_logging,False,HIGH,closed,Bellary Road 1,High ground,,12.997285,77.5850456,,2024-04-07 05:45:24.778000+00:00,5,Sunday,6,4,True,True,False,,
FKID004071,unplanned,tree_fall,False,LOW,active,Non-corridor,Sadashivanagar,,13.0092053,77.5803075,,2024-04-07 07:20:50.922000+00:00,7,Sunday,6,4,True,True,False,,
FKID004072,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Kamakshipalya,,12.985697,77.4799933,,2024-04-07 04:44:15.947000+00:00,4,Sunday,6,4,True,True,False,,private_car
FKID004073,unplanned,tree_fall,True,LOW,active,Non-corridor,Sadashivanagar,,13.007464,77.5782501,,2024-04-07 07:48:54.601000+00:00,7,Sunday,6,4,True,True,True,0.0,
FKID004074,unplanned,vehicle_breakdown,False,HIGH,closed,ORR West 1,Banashankari,,12.9273789,77.5470363,,2024-04-07 07:38:39.412000+00:00,7,Sunday,6,4,True,True,False,,bmtc_bus
FKID004075,unplanned,vehicle_breakdown,True,HIGH,closed,Mysore Road,Chamarajpet,,12.9582039,77.5542816,,2024-04-07 08:29:15.277000+00:00,8,Sunday,6,4,True,True,True,0.006248422584069975,bmtc_bus
FKID004076,unplanned,vehicle_breakdown,False,HIGH,closed,Airport New South Road,Banaswadi,,13.019781,77.6300849,,2024-04-07 08:36:00.365000+00:00,8,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004077,unplanned,tree_fall,False,LOW,active,Non-corridor,Sadashivanagar,,13.0147719,77.5801192,,2024-04-07 08:41:33.704000+00:00,8,Sunday,6,4,True,True,False,,
FKID004078,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Banashankari,,12.930013,77.5667405,,2024-04-07 08:39:17.406000+00:00,8,Sunday,6,4,True,True,False,,bmtc_bus
FKID004079,unplanned,vehicle_breakdown,False,HIGH,closed,Magadi Road,Magadi Road,,12.9785184,77.5426859,,2024-04-07 07:01:37.912000+00:00,7,Sunday,6,4,True,True,False,,bmtc_bus
FKID004080,unplanned,tree_fall,False,HIGH,active,ORR West 1,J.P. Nagar,,12.9063764,77.5825934,,2024-04-07 09:40:42.130000+00:00,9,Sunday,6,4,True,True,False,,
FKID004081,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 2,Jalahalli,,13.0429949,77.5511954,,2024-04-07 09:53:33.612000+00:00,9,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004082,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Yeshwanthpura,,13.0211545,77.5521093,,2024-04-07 06:55:17.989000+00:00,6,Sunday,6,4,True,True,False,,lcv
FKID004083,unplanned,tree_fall,True,LOW,active,Non-corridor,Sadashivanagar,,13.0264823,77.5800713,,2024-04-07 10:47:10.655000+00:00,10,Sunday,6,4,True,True,True,0.0687949542007708,
FKID004084,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Jnanabharathi,,12.9650132,77.5123059,,2024-04-07 08:57:14.498000+00:00,8,Sunday,6,4,True,True,False,,truck
FKID004086,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Chamarajpet,,12.9603222,77.5572047,,2024-04-07 19:19:05.176000+00:00,19,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004087,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Jalahalli,,13.0598347,77.545378,,2024-04-07 09:10:14.483000+00:00,9,Sunday,6,4,True,True,False,,private_bus
FKID004089,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Yelahanka,,13.095384,77.5942294,,2024-04-07 09:26:24.304000+00:00,9,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004090,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Jnanabharathi,,12.9638081,77.5123571,,2024-04-07 09:04:52.703000+00:00,9,Sunday,6,4,True,True,False,,truck
FKID004091,unplanned,vehicle_breakdown,False,HIGH,closed,West of Chord Road,Rajajinagar,,12.9978315,77.553247,,2024-04-07 09:01:02.442000+00:00,9,Sunday,6,4,True,True,False,,ksrtc_bus
FKID004092,planned,procession,False,LOW,closed,Non-corridor,Malleshwaram,,12.99838,77.5713867,,2024-04-07 20:36:30.257000+00:00,20,Sunday,6,4,True,True,False,,
FKID004093,unplanned,vehicle_breakdown,False,HIGH,closed,ORR West 1,Banashankari,,12.9214038,77.5613889,,2024-04-07 20:41:12.028000+00:00,20,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004094,unplanned,construction,False,LOW,active,Non-corridor,Basavanagudi,,12.9369018,77.5737488,,2024-04-07 21:09:59.339000+00:00,21,Sunday,6,4,True,True,False,,
FKID004095,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Byatarayanapura,,12.9373293,77.5206419,,2024-04-07 18:45:31.901000+00:00,18,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004096,unplanned,vehicle_breakdown,False,HIGH,closed,Magadi Road,Kamakshipalya,,12.9874487,77.4930824,,2024-04-07 19:33:19.932000+00:00,19,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004097,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,High ground,,12.9847239,77.5882798,,2024-04-07 18:54:41.350000+00:00,18,Sunday,6,4,True,True,False,,truck
FKID004098,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Chikkabanavara,,13.0547192,77.4734612,,2024-04-07 20:07:42.549000+00:00,20,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004099,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Sadashivanagar,,13.010548,77.5837153,,2024-04-07 21:55:52.106000+00:00,21,Sunday,6,4,True,True,False,,bmtc_bus
FKID004100,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Sadashivanagar,,13.0144332,77.5838211,,2024-04-07 20:47:55.361000+00:00,20,Sunday,6,4,True,True,False,,lcv
FKID004101,unplanned,pot_holes,False,HIGH,active,Mysore Road,Halasuru Gate,,12.9673114,77.5887387,,2024-04-07 23:28:35.789000+00:00,23,Sunday,6,4,True,True,False,,
FKID004102,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Chikkabanavara,,13.04316,77.5124993,,2024-04-07 20:19:52.323000+00:00,20,Sunday,6,4,True,True,False,,others
FKID004103,unplanned,pot_holes,False,LOW,active,Non-corridor,Basavanagudi,,12.9434539,77.5585657,,2024-04-07 23:36:20.310000+00:00,23,Sunday,6,4,True,True,False,,
FKID004104,unplanned,others,False,LOW,active,Non-corridor,R.T. Nagar,,12.9961132,77.5959776,,2024-04-08 01:13:30.094000+00:00,1,Monday,0,4,False,True,False,,
FKID004105,unplanned,pot_holes,False,HIGH,active,Magadi Road,Kamakshipalya,,12.9883678,77.5106288,,2024-04-08 01:03:00.316000+00:00,1,Monday,0,4,False,True,False,,
FKID004106,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 2,Jalahalli,,13.0435667,77.5582267,,2024-04-07 22:12:29.355000+00:00,22,Sunday,6,4,True,True,False,,lcv
FKID004107,unplanned,vehicle_breakdown,False,HIGH,closed,Magadi Road,Kamakshipalya,,12.9889419,77.508205,,2024-04-08 00:17:09.664000+00:00,0,Monday,0,4,False,True,False,,others
FKID004108,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Chikkajala,,13.1777117,77.6362467,,2024-04-07 22:54:33.632000+00:00,22,Sunday,6,4,True,True,False,,heavy_vehicle
FKID004109,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,K.R. Pura,,13.0499788,77.7559457,,2024-04-07 22:45:33.327000+00:00,22,Sunday,6,4,True,True,False,,private_bus
FKID004110,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 2,Jalahalli,,13.0438201,77.5610463,,2024-04-07 22:06:13.806000+00:00,22,Sunday,6,4,True,True,False,,others
FKID004111,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,K.R. Pura,,13.0209143,77.7112687,,2024-04-08 02:33:27.447000+00:00,2,Monday,0,4,False,False,False,,ksrtc_bus
FKID004112,unplanned,water_logging,False,HIGH,closed,West of Chord Road,Malleshwaram,,12.9995264,77.5510152,,2024-04-08 09:15:14.854000+00:00,9,Monday,0,4,False,True,False,,
FKID004113,unplanned,others,False,LOW,closed,Non-corridor,Malleshwaram,,12.9992364,77.5713166,,2024-04-08 07:46:41.053000+00:00,7,Monday,0,4,False,True,False,,
FKID004114,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Halasur,,12.9755238,77.620293,,2024-04-08 02:58:54.820000+00:00,2,Monday,0,4,False,True,False,,private_car
FKID004115,unplanned,water_logging,False,HIGH,active,CBD 2,Cubbon Park,,12.9819258,77.5945581,,2024-04-08 03:16:03.062000+00:00,3,Monday,0,4,False,True,False,,
FKID004116,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Sadashivanagar,,12.9985042,77.5844064,,2024-04-08 03:01:21.198000+00:00,3,Monday,0,4,False,True,False,,bmtc_bus
FKID004117,unplanned,congestion,False,LOW,closed,Non-corridor,Whitefield,,12.9384167,77.7468103,,2024-04-08 02:45:46.153000+00:00,2,Monday,0,4,False,False,False,,
FKID004118,unplanned,water_logging,False,LOW,closed,Non-corridor,Electronic City,,12.8402003,77.677072,,2024-04-08 07:49:18.629000+00:00,7,Monday,0,4,False,True,False,,
FKID004119,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Yelahanka,,13.0939399,77.5968535,,2024-04-08 05:59:14.891000+00:00,5,Monday,0,4,False,True,False,,lcv
FKID004120,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Peenya,,13.0441064,77.5089747,,2024-04-08 11:18:02.081000+00:00,11,Monday,0,4,False,True,False,,heavy_vehicle
FKID004121,unplanned,accident,False,HIGH,closed,Bellary Road 1,Kodigehalli,,13.0498194,77.592851,,2024-04-08 14:15:51.153000+00:00,14,Monday,0,4,False,False,False,,
FKID004123,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 1,Banaswadi,,13.0018539,77.6634748,,2024-04-08 14:54:50.648000+00:00,14,Monday,0,4,False,True,False,,heavy_vehicle
FKID004124,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,K.R. Pura,,13.005217,77.6848678,,2024-04-08 17:11:42.780000+00:00,17,Monday,0,4,False,True,False,,ksrtc_bus
